,cusum,nCusum,ShannonEntropy,jensen-shannon,mahalanobis,iqr,mad,RF1,RF2,RF3,DT1,DT2,DT3,KNN1,KNN2,KNN3,ADA1,ADA2,ADA3
0,296.9845064644993,-4123.672562735138,3.775860094314305,0.13907039906955265,12.033631912414027,0.5925996995244476,0.29806204192495256,99.997,99.969,96.439,99.965,99.91799999999999,6.340999999999999,99.945,99.883,82.583,99.983,99.935,11.411999999999999
1,685.1765862873365,-3293.8471828097454,3.6026425407493927,0.2908389270715497,11.722387190479287,0.5872591011682755,0.29335031149319557,99.99900000000001,99.997,96.41300000000001,99.954,99.933,9.966,99.75,99.73100000000001,85.56700000000001,99.968,99.944,14.556
2,4202.070847368316,-11714.445214645495,3.1105706789971928,0.3815435762048542,186.1579672218029,0.5911321777669747,0.29896723606357906,94.76299999999999,94.706,93.012,9.129,9.132,99.298,86.726,86.696,99.886,70.261,67.867,99.62
3,44.318395752024976,-9933.190285317005,3.518208633085031,0.3179252924632639,84.9195375296369,0.6656356616689303,0.31477535766588727,60.26899999999999,59.28600000000001,62.282000000000004,66.89699999999999,66.618,33.398,89.849,89.854,92.131,87.436,87.032,34.910999999999994
4,219.52659774529752,-13197.170576479239,3.3239501653324988,0.34247972929468756,181.3670533647211,0.579362974833149,0.30056896460701454,91.62700000000001,91.546,92.384,13.462,13.456999999999999,91.919,88.603,88.601,94.864,79.785,77.8,92.583
5,435.13861211876247,-8343.301148003296,3.475489949228915,0.3425829319834424,41.09924575786727,0.5984857284581857,0.2985887999152039,67.215,53.794,99.35000000000001,88.664,87.926,10.464,91.964,91.876,85.333,93.84,93.72,12.623999999999999
6,240.94653507932296,-12222.16338305062,3.3248349623181395,0.34338484160254545,129.33497915861034,0.6139920716500757,0.3041956391686463,94.828,94.803,95.199,9.795,9.482,91.019,87.874,87.866,94.69300000000001,80.612,79.429,90.58699999999999
7,41.41682408236875,-9591.75462355377,3.598778683952164,0.2146311405988315,131.83111422178868,0.6362601905947627,0.3138998148390992,92.532,92.745,93.086,19.164,19.28,81.25,90.164,90.072,89.617,80.291,78.39699999999999,82.624
8,556.134820172298,-7668.530019241929,3.6410511578588896,0.1793964690174365,92.76796812925174,0.5921241862051446,0.30206821649344984,87.908,90.094,90.118,74.051,73.68900000000001,23.483,94.07799999999999,94.02000000000001,88.077,92.60300000000001,89.839,37.708000000000006
9,46.55937837572899,-7717.8188600262265,3.622719245047998,0.1766599406380399,95.71872630157272,0.5920786557128215,0.30248435653257716,87.907,90.094,90.091,73.92,73.541,24.302,93.888,93.829,90.641,92.413,89.649,40.400000000000006
10,1.2230682607388015,-6128.18105090328,3.7085774922520756,0.17068282403270912,16.1412838907784,0.6388546097137309,0.3093151756719899,99.997,99.973,96.485,99.971,99.924,11.341,99.95100000000001,99.893,78.146,99.98700000000001,99.943,16.173000000000002
11,1.0028503927460182,-5609.157618534825,3.6501837205614684,0.3057833319713484,29.573281481518297,0.6208195750327241,0.30745242839564085,99.99900000000001,99.997,96.48400000000001,99.955,99.933,14.953,99.75,99.732,85.926,99.969,99.945,19.332
12,4019.4550004832054,-11558.24975078014,3.1457479296568156,0.3745312521773684,186.65999450937446,0.7884811680171948,0.3217369735645889,95.194,95.136,93.43,9.124,9.126,99.31400000000001,82.431,82.39999999999999,99.887,70.152,67.962,99.629
13,18.381854645485575,-11574.615125771428,3.4729699320613343,0.33097484429387475,88.57287758136094,0.7440830163751062,0.33116178530771945,63.166,62.247,65.079,66.03999999999999,65.77199999999999,34.658,88.696,88.703,88.93799999999999,87.429,87.032,36.075
14,131.03995894644947,-14618.344511489177,3.309966380036646,0.35217484674607497,176.85946601416936,0.6853258832395144,0.31793538552280287,91.89399999999999,91.814,92.577,17.000999999999998,16.996,88.446,87.593,87.591,91.325,80.51700000000001,78.682,89.046
15,0.8653374033763662,-10132.953956506783,3.421572683716754,0.3520154700376576,47.9105003808313,0.6584609791615382,0.3164088459130138,69.309,56.621,99.392,89.372,88.679,10.431,92.581,92.495,81.10300000000001,94.461,94.352,12.374
16,198.50514008977595,-14143.826263198476,3.219193711338658,0.36895353632029354,130.69045972849773,0.6703381232520056,0.3182025419551458,95.015,94.991,95.38,14.712,14.396999999999998,86.176,88.898,88.898,89.712,81.518,80.438,85.616
17,38.88798599148275,-11551.949914257471,3.5182530580804308,0.24243881904535408,135.91502422544195,0.7157006202793131,0.3286628469290567,93.081,93.193,93.539,20.923,21.065,79.725,90.521,90.452,84.705,80.715,79.00399999999999,80.243
18,566.7594987140532,-9478.370983773553,3.5932580367870974,0.2051017878155383,98.2174489227633,0.6423291650795717,0.31479115987098133,88.845,90.903,90.891,75.261,74.912,23.746000000000002,94.477,94.419,83.2,93.033,90.396,35.861
19,1.1267665940374356,-9466.560486487562,3.4881119412609722,0.3265798145933115,103.79472078251418,0.6349138447249574,0.31385610461945485,88.843,90.903,90.858,74.366,73.99900000000001,26.701999999999998,93.523,93.464,88.971,92.079,89.442,41.77
20,0.8908124873125651,-8153.517475787217,3.527713366266395,0.32952449469667966,21.977637523568188,0.6938366627840262,0.31759236417474923,99.997,99.973,94.926,99.968,99.923,16.282,99.94800000000001,99.893,75.94,99.98700000000001,99.942,20.869
21,46.260173186791626,-7775.9470029362565,3.546149397804084,0.33061884333247316,46.295206865195574,0.6713101861711637,0.3182649598527938,99.99900000000001,99.997,96.563,98.662,98.64,19.952,98.456,98.439,86.346,99.97,99.946,24.135
22,3945.796200435815,-12772.46003657345,3.1574559361519356,0.37137950618663845,183.3240008626134,0.8008846953893995,0.33955578926557944,95.872,95.814,94.095,9.124,9.122,99.444,78.313,78.283,99.913,70.209,68.308,99.691
23,1.6490941155613834,-13277.565267179816,3.424313106511392,0.34400735351041806,94.02101229872406,0.7858765365175797,0.3434326928880127,65.969,65.128,67.72500000000001,66.705,66.46300000000001,34.422000000000004,89.015,89.019,84.19200000000001,87.728,87.331,35.67
24,61.207705958230584,-16090.522579295279,3.2743658270996394,0.3673280232162874,174.24107142766445,0.7676078331454803,0.3307494627864949,92.256,92.17699999999999,92.77300000000001,22.001,21.996,83.648,88.19399999999999,88.19200000000001,86.325,81.704,80.024,84.04599999999999
25,1.1198405465563142,-11865.08215827234,3.3775324136945652,0.3661529698737425,54.71970330602436,0.7782956181603903,0.3309408655106557,71.378,59.343999999999994,99.405,89.986,89.337,10.435,93.078,92.995,76.834,94.972,94.87100000000001,12.121
26,146.29135947078453,-15922.900689554408,3.266381790857512,0.45764511670910213,132.04167546561516,0.7534256328184872,0.32960321615755434,95.378,95.354,95.724,19.644000000000002,19.326999999999998,81.28999999999999,89.988,89.999,84.722,82.664,81.686,80.74
27,18.11511501490642,-13541.901969624347,3.413978094707253,0.27159933359706634,139.99776160154238,0.7791301702238214,0.3408643223964481,93.614,93.62899999999999,93.961,22.79,22.965,78.04100000000001,90.97800000000001,90.913,79.81,81.16499999999999,79.581,77.763
28,558.5085901035006,-11330.46239013832,3.476714832600563,0.2285723997607997,104.06374952646694,0.7442957401016794,0.3252704036844727,89.52,91.43599999999999,91.444,76.469,76.142,23.218,94.787,94.731,78.464,93.367,90.79899999999999,34.052
29,0.4962308416739241,-11353.598668091217,3.423652499387973,0.34197050207802726,112.54773194009445,0.7294061012209201,0.32455768694287584,89.518,91.43599999999999,91.411,75.574,75.208,29.677999999999997,93.833,93.77600000000001,88.85499999999999,92.411,89.845,44.708
30,1.112475590848425,-10377.003943647194,3.6103994408208537,0.3474578393742472,39.821913738220104,0.720250097913356,0.3242274868416629,99.997,99.973,95.093,99.971,99.926,21.269,99.94800000000001,99.893,76.36500000000001,99.98899999999999,99.944,25.612000000000002
31,193.93204840070732,-9499.044940002477,3.617551724681581,0.3278338024125666,56.26443496448008,0.718296701655258,0.3236705511177456,100.0,99.997,96.655,93.66799999999999,93.645,24.951999999999998,93.46900000000001,93.452,86.682,98.223,98.283,28.881
32,3708.8445544971028,-14246.630246663794,3.1357319120881546,0.3778687914542238,176.28399099438894,0.8016010345270681,0.3556095679925492,96.26,96.202,94.478,9.120000000000001,9.118,99.53999999999999,74.029,73.99900000000001,99.914,71.206,69.72,99.696
33,1.4363657113755925,-15001.229092428053,3.30742349769027,0.35531221775895766,99.46904769093001,0.7782791709454293,0.35158041543019425,68.593,67.838,70.20100000000001,67.586,67.413,34.059,89.373,89.383,79.52799999999999,88.115,87.725,35.112
34,1.178774973079807,-17566.20426579347,3.099625830817927,0.3799264191076004,172.86973264908318,0.7645897291845487,0.3400715121214614,92.584,92.50399999999999,93.07,27.000999999999998,26.996,78.845,88.73299999999999,88.73100000000001,81.326,82.76,81.19,79.048
35,1.3775171349507078,-13632.207854193353,3.3364246773881066,0.378232137125873,61.531055770930685,0.7815741017814593,0.34265699968938534,73.356,62.087,99.44800000000001,90.427,89.803,10.348,93.37299999999999,93.292,72.402,95.269,95.185,11.887
36,85.15312411504362,-17478.650740287932,3.1079740491497994,0.4735944444587887,133.39838734753653,0.768209988661437,0.33939923319545545,95.722,95.7,96.035,24.644,24.326,76.376,90.467,90.47800000000001,79.74,83.813,82.872,75.773
37,1.2715227262830229,-15402.690289517554,3.268363736004658,0.26144680077864285,144.15967861875353,0.7734595669266593,0.3491660529229311,94.074,94.048,94.381,26.029999999999998,26.223999999999997,76.241,91.495,91.437,74.861,81.868,80.43400000000001,74.24
38,501.9036364722608,-13154.193280360629,3.49992384405277,0.2581111453482137,108.09794099632241,0.7405823846441056,0.33278746266311654,90.313,92.092,92.104,77.631,77.30900000000001,22.486,95.143,95.087,73.772,93.833,91.359,32.497
39,0.1385913936336158,-13331.81003246328,3.433829718906469,0.36070826895029395,123.7036098058275,0.7436928201999156,0.33251148802469754,90.31400000000001,92.092,92.072,76.736,76.374,33.794000000000004,94.18900000000001,94.132,88.936,92.877,90.405,47.794
40,46.65856101515777,-12505.370058879022,3.5610413409369888,0.37533009036346554,56.5401191425054,0.707435759923085,0.3270943449518137,99.997,99.973,95.268,98.67899999999999,98.634,26.268,98.655,98.6,76.74499999999999,99.99,99.945,30.355999999999998
41,295.1645892671303,-11326.151534614759,3.603149680133502,0.33291247700419696,62.39479537395308,0.7013676788796843,0.32533942143098216,100.0,99.997,96.72800000000001,88.673,88.651,29.952,88.478,88.46300000000001,86.98700000000001,96.468,96.687,33.678000000000004
42,2268.7551871256796,-15898.536872406721,3.082918529917532,0.39038548079311974,171.63012980405156,0.8014064132199186,0.367430198167014,96.64399999999999,96.589,94.892,13.431000000000001,13.416,98.64699999999999,74.002,73.976,97.509,72.041,70.73,98.682
43,1.5281806500522104,-16721.81260898487,3.3130212815881457,0.37503855416493515,104.91796755378559,0.7635225438134172,0.3560526316867741,71.289,70.61500000000001,72.75,68.574,68.419,33.678000000000004,89.87899999999999,89.889,74.82,88.64699999999999,88.256,34.616
44,1.4309327713992865,-19073.451346227506,3.184305823507146,0.39779179381136626,171.49850280120802,0.7508452079338319,0.3459952856401362,92.845,92.765,93.294,32.001000000000005,31.995,73.99,89.171,89.169,76.331,83.907,82.43599999999999,74.055
45,1.6486441784363903,-15391.801817556043,3.2984178907544424,0.3933079881306999,69.0161847323318,0.7721981103969642,0.3508710186459349,75.333,64.838,99.58500000000001,90.88300000000001,90.301,11.097,93.731,93.652,68.066,95.634,95.55900000000001,11.702
46,23.690666978226943,-19044.839514712028,3.124530861136337,0.48299906356546746,135.8014618669444,0.7592862183998084,0.34562424880013926,96.095,96.077,96.37599999999999,29.644,29.326,72.64399999999999,90.986,90.998,74.74300000000001,84.914,84.021,70.832
47,1.5240630287926449,-17115.49031296045,3.3077548267173236,0.2909360528318233,146.88130362854727,0.7621449586197149,0.35290307790719105,94.49600000000001,94.477,94.781,30.979,31.169999999999998,71.993,92.045,91.988,69.887,83.077,81.717,69.33399999999999
48,446.46426157364976,-15024.36346163462,3.4380587282768036,0.2860236931697045,113.01693682050602,0.7329037466062014,0.3371573377455076,91.025,92.659,92.664,78.878,78.568,21.712,95.42399999999999,95.371,68.96900000000001,94.19800000000001,91.85600000000001,30.825999999999997
49,36.318178153954996,-15213.501277549105,3.4046866208864386,0.36834429822586523,136.58623722619592,0.7336082339042809,0.3358131308049951,91.022,92.623,92.636,76.93799999999999,76.589,37.772,93.425,93.37100000000001,89.034,92.23400000000001,89.964,50.666999999999994
50,194.32619997181206,-14153.450321688691,3.5652936226445857,0.3673478336006907,66.50094166741444,0.6847121849216181,0.32514161425351973,99.997,99.97399999999999,95.488,93.683,93.638,31.268,93.66600000000001,93.62,77.172,98.241,98.28,35.075
51,351.6118418233624,-13223.928341878931,3.5714830544382847,0.35001331849650075,64.81394719938199,0.6832438768735788,0.32414133595232936,100.0,99.997,96.84899999999999,83.678,83.65599999999999,34.952,83.497,83.482,87.30799999999999,95.68799999999999,96.164,38.435
52,645.0853968004001,-17618.60010971967,3.011842675565943,0.4009614271118237,173.53249765023835,0.7951735568236775,0.37459299538174273,96.894,96.84,95.203,17.608999999999998,17.593,97.70100000000001,73.867,73.843,95.104,73.367,72.224,97.674
53,1.7937921626278408,-18496.091474593588,3.2500071898910536,0.38402730533523544,111.21206298746405,0.7449866899299833,0.3573068345826428,74.065,73.455,75.375,69.52000000000001,69.383,34.252,90.28699999999999,90.29700000000001,70.024,89.063,88.68,34.026
54,1.6833729157540458,-20592.542390453687,3.1706568344086548,0.4131439506505917,170.99671089496886,0.7368057432433766,0.347552201252449,93.163,93.084,93.57,37.001,36.995,70.215,89.714,89.713,71.33699999999999,85.06,83.743,69.057
55,1.9156626938809207,-17187.39382043365,3.2798452863171708,0.4082354078181741,77.18988197501267,0.7608822360635026,0.3551283252349776,77.14800000000001,67.446,99.639,91.22,90.676,11.881,93.983,93.90899999999999,63.590999999999994,95.891,95.831,11.477
56,1.7257269003791533,-20617.93888765249,3.125351214758409,0.4985110966946538,138.52297811662362,0.7412132111269542,0.3470981092798727,96.491,96.474,96.743,34.644000000000005,34.326,68.46,91.509,91.524,69.746,86.05000000000001,85.261,65.901
57,1.7725910009195447,-18854.136115690097,3.2156146783060593,0.3171164593586872,149.60334297836712,0.7444568522076007,0.35420755677718807,94.928,94.911,95.19300000000001,35.911,36.103,67.83,92.683,92.62700000000001,64.902,84.416,83.122,64.35600000000001
58,365.3085238184487,-16879.77895373959,3.3412956055341976,0.3100988267518603,116.48474067862794,0.716213450633879,0.3378810171340042,91.704,93.195,93.234,80.04599999999999,79.73599999999999,20.871000000000002,95.702,95.651,64.369,94.57900000000001,92.42099999999999,29.112
59,184.1346675249572,-16462.08857399653,3.4657630000498036,0.34856787745690654,142.71150749814623,0.7089759361830777,0.3304756092022201,88.144,88.667,93.206,73.10600000000001,72.76700000000001,41.825,88.703,88.651,89.154,87.688,85.85000000000001,53.76800000000001
60,295.574006154973,-15874.345889136945,3.50882703002286,0.3724232723342697,72.62580153133216,0.6689810207063865,0.32063462442029805,99.997,99.97399999999999,95.685,88.688,88.642,36.268,88.675,88.631,77.603,96.485,96.682,39.82
61,335.4664179618749,-15232.299537169652,3.5513661041636917,0.3700407717128831,68.26053043991946,0.6716662317810524,0.32032615709052314,99.99900000000001,99.996,96.943,82.99499999999999,82.961,38.99,82.799,82.786,85.249,94.989,95.464,42.171
62,28.310624286668066,-19274.79759602732,3.0695099819746963,0.4073370462186091,171.72948936798335,0.7808003217781876,0.376799078744845,97.20400000000001,97.151,95.544,20.422,20.406,94.965,72.287,72.27,92.284,74.313,73.418,94.86
63,2.027314356512066,-20315.632235169807,3.1537126037704764,0.40081618458827517,118.02336524287155,0.7261118735737535,0.3542392368338275,76.73,76.18700000000001,77.83200000000001,70.631,70.5,34.391,90.742,90.752,65.226,89.519,89.143,33.277
64,1.9366401497688301,-22110.81248693727,3.1246484022031633,0.42821447122001915,170.98972112274544,0.7176440518217486,0.34335914619078556,93.542,93.463,93.92,42.001,41.995,66.068,90.298,90.29700000000001,66.338,86.219,85.038,64.05999999999999
