,cusum,nCusum,ShannonEntropy,jensen-shannon,mahalanobis,iqr,mad,DT1,DT2,DT3,ADA1,ADA2,ADA3
0,296.9845064644993,-4123.672562735138,3.775860094314305,0.13907039906955265,12.033631912414027,0.5925996995244476,0.29806204192495256,99.965,99.91799999999999,6.340999999999999,99.983,99.935,11.411999999999999
1,685.1765862873365,-3293.8471828097454,3.6026425407493927,0.2908389270715497,11.722387190479287,0.5872591011682755,0.29335031149319557,99.954,99.933,9.966,99.968,99.944,14.556
2,4202.070847368316,-11714.445214645495,3.1105706789971928,0.3815435762048542,186.1579672218029,0.5911321777669747,0.29896723606357906,9.129,9.132,99.298,70.261,67.867,99.62
3,44.318395752024976,-9933.190285317005,3.518208633085031,0.3179252924632639,84.9195375296369,0.6656356616689303,0.31477535766588727,66.89699999999999,66.618,33.398,87.436,87.032,34.910999999999994
4,219.52659774529752,-13197.170576479239,3.3239501653324988,0.34247972929468756,181.3670533647211,0.579362974833149,0.30056896460701454,13.462,13.456999999999999,91.919,79.785,77.8,92.583
5,435.13861211876247,-8343.301148003296,3.475489949228915,0.3425829319834424,41.09924575786727,0.5984857284581857,0.2985887999152039,88.664,87.926,10.464,93.84,93.72,12.623999999999999
6,240.94653507932296,-12222.16338305062,3.3248349623181395,0.34338484160254545,129.33497915861034,0.6139920716500757,0.3041956391686463,9.795,9.482,91.019,80.612,79.429,90.58699999999999
7,41.41682408236875,-9591.75462355377,3.598778683952164,0.2146311405988315,131.83111422178868,0.6362601905947627,0.3138998148390992,19.164,19.28,81.25,80.291,78.39699999999999,82.624
8,556.134820172298,-7668.530019241929,3.6410511578588896,0.1793964690174365,92.76796812925174,0.5921241862051446,0.30206821649344984,74.051,73.68900000000001,23.483,92.60300000000001,89.839,37.708000000000006
9,46.55937837572899,-7717.8188600262265,3.622719245047998,0.1766599406380399,95.71872630157272,0.5920786557128215,0.30248435653257716,73.92,73.541,24.302,92.413,89.649,40.400000000000006
10,1.2230682607388015,-6128.18105090328,3.7085774922520756,0.17068282403270912,16.1412838907784,0.6388546097137309,0.3093151756719899,99.971,99.924,11.341,99.98700000000001,99.943,16.173000000000002
11,1.0028503927460182,-5609.157618534825,3.6501837205614684,0.3057833319713484,29.573281481518297,0.6208195750327241,0.30745242839564085,99.955,99.933,14.953,99.969,99.945,19.332
12,4019.4550004832054,-11558.24975078014,3.1457479296568156,0.3745312521773684,186.65999450937446,0.7884811680171948,0.3217369735645889,9.124,9.126,99.31400000000001,70.152,67.962,99.629
13,18.381854645485575,-11574.615125771428,3.4729699320613343,0.33097484429387475,88.57287758136094,0.7440830163751062,0.33116178530771945,66.03999999999999,65.77199999999999,34.658,87.429,87.032,36.075
14,131.03995894644947,-14618.344511489177,3.309966380036646,0.35217484674607497,176.85946601416936,0.6853258832395144,0.31793538552280287,17.000999999999998,16.996,88.446,80.51700000000001,78.682,89.046
